@relation 6+6-weka.filters.unsupervised.instance.Resample-S1-Z66.0-no-replacement

@attribute status {canceled,order_refunded,complete,received,refund,Visa}
@attribute qty_ordered numeric
@attribute price numeric
@attribute value numeric
@attribute discount_amount numeric
@attribute total numeric
@attribute category {'Mobiles And Tablets',Computing,Appliances,'Men s Fashion','Home And Living','Women s Fashion',Entertainment,'Kids And Baby',Soghaat,'Health And Sports','Beauty And Grooming',Others,Superstore}
@attribute year numeric
@attribute month {20-Oct,20-Nov,20-Dec,21-Feb,21-Jun,21-Sep,21-Apr,21-Mar,21-Jul,21-Aug,21-Jan,21-May}
@attribute 'Name Prefix' {Prof.,Hon.,Ms.,Dr.,Mr.,Drs.,Mrs.}
@attribute Gender {M,F}
@attribute age numeric
@attribute full_name {'Eaker, Lee','Bayless, Grover','Bensen, Albertina','Galle, Drema','Dewald, Bernard','Raminez, Elizbeth','Blount, Lenny','Criss, Harrison','Henrich, Wallace','Grantham, Heidy','Barnaby, Buster','Wetherby, Dorene','Fabiano, Dreama','Puls, Sherron','Croom, Marge','Mayo, Lauran','Roach, Skye','Nicastro, Emile','Kenney, Pamella','Flanigan, Yong','Titus, Jani','Simoneau, Jason','Newsome, Sheryll','Brammer, Hilario','Dinapoli, Robbie','Murguia, Rachell','Waymire, Abe','Hopps, Romeo','Stough, Florentino','Coutee, Micah','Heyer, Darrin','Crawley, Antione','Fout, Lauren','Vuong, Gigi','Pugh, Ward','Colombo, Marvin','Olin, Hector','Cyphers, Horacio','Gendron, Daniell','Gass, Leon','Landaverde, Gavin','Vigue, Kelvin','Mattia, Arturo'}
@attribute 'Place Name' {Vinson,Graham,'Grand Forks',Laupahoehoe,Glendo,Farmington,Nashville,Warwick,Sarasota,Brownstown,'Mill Springs',Brighton,Phoenix,'Fort Smith',Drew,Snyder,Riverton,Huntington,Benton,'El Monte','Saint Louis',Linton,'Lake Charles',Newton,Baytown,'Ottawa Lake','San Francisco',Waltersburg,'Clifton Forge',Odin,Wisdom,Ogunquit,Ducor,'New Orleans',Bernalillo,'Des Moines',Gulliver,Utica,'Clarks Grove','East Texas',Inman,Voltaire,Brasstown}
@attribute County {Harmon,Bradford,'Grand Forks',Hawaii,Platte,Oconee,Davidson,Kent,Sarasota,Fayette,Wayne,Jersey,Maricopa,Sebastian,Sunflower,Dodge,Burlington,Cabell,Benton,'Los Angeles','St. Louis (city)',Emmons,Calcasieu,Newton,Harris,Monroe,'San Francisco','Clifton Forge',Watonwan,Beaverhead,York,Tulare,Orleans,Sandoval,Polk,Schoolcraft,Licking,Freeborn,Lehigh,Spartanburg,McHenry,Clay}
@attribute City {Vinson,Graham,'Grand Forks',Laupahoehoe,Glendo,Farmington,Nashville,Warwick,Sarasota,Brownstown,'Mill Springs',Brighton,Phoenix,'Fort Smith',Drew,Snyder,Riverton,Huntington,Benton,'El Monte','Saint Louis',Linton,'Lake Charles',Newton,Baytown,'Ottawa Lake','San Francisco',Waltersburg,'Clifton Forge',Odin,Wisdom,Ogunquit,Ducor,'New Orleans',Bernalillo,'Des Moines',Gulliver,Utica,'Clarks Grove','East Texas',Inman,Voltaire,Brasstown}
@attribute State {OK,FL,ND,HI,WY,GA,TN,RI,IL,KY,AZ,AR,MS,NE,NJ,WV,CA,MO,LA,TX,MI,PA,VA,MN,MT,ME,NM,IA,OH,SC,NC}
@attribute Zip numeric
@attribute Region {South,Midwest,West,Northeast}
@attribute Discount_Percent numeric
@attribute payment_method {Paypal,Visa}

@data
canceled,3,156,312,0,312,'Men s Fashion',2020,20-Oct,Ms.,F,71,'Raminez, Elizbeth',Graham,Bradford,Graham,FL,32042,South,20,Paypal
canceled,2,325,325,0,325,'Men s Fashion',2020,20-Dec,Ms.,F,71,'Raminez, Elizbeth','Grand Forks','Grand Forks','Grand Forks',ND,58201,Midwest,0,Paypal
canceled,2,892.5,892.5,0,892.5,Appliances,2020,20-Oct,Mrs.,F,59,'Fabiano, Dreama','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Visa
complete,4,299.9,899.7,0,899.7,Appliances,2020,20-Oct,Ms.,F,42,'Croom, Marge',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Paypal
canceled,2,13,13,0,13,'Health And Sports',2020,20-Oct,Ms.,F,38,'Mayo, Lauran',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Visa
complete,2,154.9,154.9,0,154.9,'Men s Fashion',2021,21-Feb,Mr.,M,52,'Nicastro, Emile',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
canceled,2,315.5,315.5,49.28917,266.21083,Appliances,2020,20-Dec,Prof.,M,28,'Eaker, Lee','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Visa
canceled,2,14.5,14.5,0,14.5,'Kids And Baby',2020,20-Dec,Ms.,F,54,'Roach, Skye',Wisdom,Beaverhead,Wisdom,MT,59761,West,9.90148,Visa
received,2,28.8,28.8,0,28.8,'Men s Fashion',2020,20-Oct,Ms.,F,38,'Mayo, Lauran',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Visa
canceled,2,99.8,99.8,0,99.8,'Men s Fashion',2020,20-Dec,Ms.,F,71,'Raminez, Elizbeth',Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,0,Paypal
canceled,3,1279.9,2559.8,0,2559.8,'Mobiles And Tablets',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
canceled,3,170,340,0,340,'Men s Fashion',2020,20-Oct,Hon.,F,73,'Bensen, Albertina',Graham,Bradford,Graham,FL,32042,South,0,Paypal
received,2,350,350,0,350,'Kids And Baby',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Paypal
canceled,1,5189.5,0,0,0,Appliances,2020,20-Dec,Mr.,M,47,'Flanigan, Yong','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
order_refunded,2,255,255,0,255,'Kids And Baby',2020,20-Oct,Drs.,F,45,'Grantham, Heidy',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Paypal
canceled,2,49,49,0,49,'Women s Fashion',2021,21-Jun,Ms.,F,54,'Roach, Skye',Ducor,Tulare,Ducor,CA,93218,West,9.335505,Visa
refund,1,1499.8,0,0,0,Computing,2020,20-Dec,Ms.,F,54,'Roach, Skye',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Visa
received,2,99.9,99.9,0,99.9,'Women s Fashion',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Paypal
canceled,2,35,35,0,35,'Men s Fashion',2020,20-Oct,Ms.,F,71,'Raminez, Elizbeth',Graham,Bradford,Graham,FL,32042,South,15.622559,Paypal
received,2,2099.9,2099.9,0,2099.9,'Mobiles And Tablets',2021,21-Sep,Ms.,F,54,'Roach, Skye',Ducor,Tulare,Ducor,CA,93218,West,15.670438,Visa
order_refunded,2,27.8,27.8,0,27.8,Superstore,2020,20-Dec,Dr.,M,38,'Hopps, Romeo',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Paypal
complete,2,109.8,109.8,0,109.8,'Women s Fashion',2020,20-Dec,Mr.,M,47,'Flanigan, Yong','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
canceled,3,1279.9,2559.8,0,2559.8,'Mobiles And Tablets',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
complete,2,75,75,0,75,'Health And Sports',2020,20-Nov,Ms.,F,38,'Mayo, Lauran','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
order_refunded,2,220,220,0,220,'Kids And Baby',2020,20-Oct,Drs.,F,45,'Grantham, Heidy',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Paypal
canceled,3,65,130,0,130,'Health And Sports',2021,21-Apr,Ms.,F,38,'Mayo, Lauran','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
received,2,150,150,0,150,'Women s Fashion',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Paypal
complete,2,24.4,24.4,0,24.4,'Men s Fashion',2020,20-Oct,Prof.,M,45,'Olin, Hector','Clarks Grove',Freeborn,'Clarks Grove',MN,56016,Midwest,0,Visa
received,2,445,445,0,445,Appliances,2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Brownstown,Fayette,Brownstown,IL,62418,Midwest,8,Paypal
order_refunded,2,4531.5,4531.5,0,4531.5,Appliances,2020,20-Dec,Mr.,M,47,'Flanigan, Yong','El Monte','Los Angeles','El Monte',CA,91734,West,0,Visa
canceled,2,49,49,0,49,'Mobiles And Tablets',2020,20-Oct,Prof.,M,28,'Eaker, Lee',Vinson,Harmon,Vinson,OK,73571,South,0,Paypal
refund,2,15.3,15.3,0,15.3,'Home And Living',2021,21-May,Ms.,F,54,'Roach, Skye',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Visa
canceled,2,1999.5,1999.5,299.925,1699.575,Appliances,2020,20-Dec,Hon.,F,53,'Kenney, Pamella','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,20.6785,Visa
canceled,3,65,130,0,130,'Health And Sports',2021,21-Apr,Ms.,F,38,'Mayo, Lauran','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
canceled,3,22.5,45,0,45,'Men s Fashion',2021,21-Apr,Ms.,F,38,'Mayo, Lauran',Drew,Sunflower,Drew,MS,38737,South,10,Visa
complete,4,115,345,0,345,'Men s Fashion',2020,20-Oct,Ms.,F,71,'Raminez, Elizbeth',Graham,Bradford,Graham,FL,32042,South,15.622564,Paypal
canceled,2,196,196,0,196,'Men s Fashion',2020,20-Dec,Ms.,F,71,'Raminez, Elizbeth',Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,0,Paypal
complete,2,129,129,0,129,'Men s Fashion',2020,20-Oct,Ms.,F,71,'Raminez, Elizbeth',Graham,Bradford,Graham,FL,32042,South,15.622558,Paypal
received,3,1279.9,2559.8,0,2559.8,'Mobiles And Tablets',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Brownstown,Fayette,Brownstown,IL,62418,Midwest,8,Paypal
canceled,2,254.8,254.8,39.80628,214.99372,Appliances,2020,20-Dec,Prof.,M,28,'Eaker, Lee','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Visa
canceled,2,1543.5,1543.5,0,1543.5,Appliances,2020,20-Oct,Prof.,M,33,'Bayless, Grover','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Visa
canceled,2,196,196,0,196,'Men s Fashion',2020,20-Dec,Ms.,F,71,'Raminez, Elizbeth',Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,0,Paypal
canceled,2,1690,1690,0,1690,'Mobiles And Tablets',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
canceled,3,1279.9,2559.8,0,2559.8,'Mobiles And Tablets',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
canceled,2,166.5,166.5,0,166.5,Appliances,2020,20-Oct,Mr.,M,65,'Simoneau, Jason','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,15,Paypal
canceled,2,19.9,19.9,0,19.9,'Mobiles And Tablets',2021,21-Jun,Ms.,F,54,'Roach, Skye',Ogunquit,York,Ogunquit,ME,3907,Northeast,0,Visa
canceled,1,5421.1,0,0,0,Appliances,2020,20-Dec,Mr.,M,47,'Flanigan, Yong','Saint Louis','St. Louis (city)','Saint Louis',MO,63110,Midwest,0,Paypal
canceled,2,299.9,299.9,0,299.9,'Men s Fashion',2021,21-Jun,Ms.,F,71,'Raminez, Elizbeth',Warwick,Kent,Warwick,RI,2889,Northeast,0,Paypal
canceled,2,285,285,0,285,'Men s Fashion',2020,20-Dec,Ms.,F,71,'Raminez, Elizbeth',Nashville,Davidson,Nashville,TN,37245,South,0,Paypal
canceled,2,7031.3,7031.3,0,7031.3,'Mobiles And Tablets',2021,21-Feb,Ms.,F,54,'Roach, Skye',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Visa
order_refunded,2,23,23,0,23,Soghaat,2021,21-Jun,Dr.,M,38,'Hopps, Romeo',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Paypal
refund,1,1749.9,0,0,0,'Mobiles And Tablets',2021,21-Jul,Ms.,F,54,'Roach, Skye',Ducor,Tulare,Ducor,CA,93218,West,18.374367,Visa
canceled,2,135,135,17.15,117.85,'Women s Fashion',2020,20-Dec,Hon.,F,53,'Kenney, Pamella','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
canceled,2,1690,1690,0,1690,'Mobiles And Tablets',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
complete,2,49.9,49.9,0,49.9,'Men s Fashion',2021,21-Feb,Mr.,M,52,'Nicastro, Emile',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
canceled,2,19.9,19.9,3.212,16.688,'Mobiles And Tablets',2020,20-Oct,Ms.,F,38,'Mayo, Lauran',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Visa
complete,2,125,125,12.5,112.5,'Women s Fashion',2020,20-Dec,Mr.,M,64,'Blount, Lenny',Snyder,Dodge,Snyder,NE,68664,Midwest,0,Visa
complete,2,1260,1260,0,1260,'Mobiles And Tablets',2020,20-Dec,Mr.,M,52,'Nicastro, Emile',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
canceled,2,445,445,0,445,Appliances,2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
canceled,3,22.5,45,0,45,Soghaat,2021,21-Feb,Drs.,F,45,'Grantham, Heidy',Phoenix,Maricopa,Phoenix,AZ,85015,West,10,Paypal
canceled,2,1499.8,1499.8,0,1499.8,Computing,2020,20-Dec,Ms.,F,54,'Roach, Skye',Wisdom,Beaverhead,Wisdom,MT,59761,West,14.056295,Visa
canceled,2,325,325,0,325,'Men s Fashion',2020,20-Dec,Ms.,F,71,'Raminez, Elizbeth','Grand Forks','Grand Forks','Grand Forks',ND,58201,Midwest,0,Paypal
canceled,2,1543.5,1543.5,0,1543.5,Appliances,2020,20-Oct,Prof.,M,33,'Bayless, Grover','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,6.163616,Visa
complete,2,129.9,129.9,12.99,116.91,'Men s Fashion',2020,20-Dec,Ms.,F,38,'Mayo, Lauran','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
canceled,1,5421.1,0,0,0,Appliances,2020,20-Dec,Mr.,M,47,'Flanigan, Yong','El Monte','Los Angeles','El Monte',CA,91734,West,0,Visa
complete,2,1549.9,1549.9,199.99,1349.91,Entertainment,2020,20-Dec,Mr.,M,52,'Nicastro, Emile',Snyder,Dodge,Snyder,NE,68664,Midwest,0,Visa
canceled,2,1474,1474,0,1474,Appliances,2020,20-Oct,Ms.,F,56,'Wetherby, Dorene',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Paypal
canceled,2,1543.5,1543.5,0,1543.5,Appliances,2020,20-Oct,Prof.,M,33,'Bayless, Grover',Graham,Bradford,Graham,FL,32042,South,0,Paypal
canceled,2,121.5,121.5,0,121.5,'Women s Fashion',2020,20-Oct,Mr.,M,75,'Criss, Harrison',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
order_refunded,2,35,35,0,35,'Mobiles And Tablets',2020,20-Oct,Mr.,M,31,'Brammer, Hilario','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,7.381304,Paypal
complete,9,79.9,639.2,0,639.2,'Men s Fashion',2020,20-Oct,Drs.,F,43,'Titus, Jani','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Paypal
refund,2,249.9,249.9,0,249.9,Computing,2021,21-Feb,Ms.,F,54,'Roach, Skye',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Visa
canceled,2,8,8,0,8,'Beauty And Grooming',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Paypal
canceled,3,1279.9,2559.8,0,2559.8,'Mobiles And Tablets',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
complete,2,22.5,22.5,0,22.5,'Men s Fashion',2021,21-Feb,Ms.,F,38,'Mayo, Lauran',Drew,Sunflower,Drew,MS,38737,South,0,Visa
canceled,3,43.9,87.8,17.78,70.02,Superstore,2020,20-Dec,Mr.,M,52,'Nicastro, Emile','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
canceled,3,13,26,4.197,21.803,'Health And Sports',2020,20-Oct,Ms.,F,38,'Mayo, Lauran',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Visa
canceled,2,254.8,254.8,39.80628,214.99372,Appliances,2020,20-Dec,Prof.,M,28,'Eaker, Lee','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,10,Visa
complete,2,499.9,499.9,76.99,422.91,Appliances,2020,20-Dec,Mr.,M,47,'Flanigan, Yong','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
received,2,24.9,24.9,0,24.9,'Men s Fashion',2021,21-Jul,Ms.,F,38,'Mayo, Lauran','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
received,11,34,340,0,340,Appliances,2021,21-Jun,Ms.,F,54,'Roach, Skye',Drew,Sunflower,Drew,MS,38737,South,0,Visa
complete,2,350,350,0,350,Appliances,2021,21-May,Mr.,M,64,'Blount, Lenny',Waltersburg,Fayette,Waltersburg,PA,15488,Northeast,0,Paypal
canceled,3,56.8,113.6,0,113.6,Entertainment,2021,21-Mar,Mr.,M,64,'Blount, Lenny','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Visa
canceled,2,64.5,64.5,0,64.5,'Mobiles And Tablets',2020,20-Oct,Mrs.,F,66,'Murguia, Rachell','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Paypal
received,2,59.9,59.9,0,59.9,'Men s Fashion',2021,21-Jun,Dr.,M,38,'Hopps, Romeo',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Paypal
received,2,16,16,0,16,'Beauty And Grooming',2020,20-Oct,Ms.,F,38,'Mayo, Lauran',Baytown,Harris,Baytown,TX,77522,South,0,Paypal
order_refunded,1,549.9,0,0,0,Appliances,2020,20-Oct,Prof.,M,28,'Eaker, Lee','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0.407667,Paypal
order_refunded,3,170,340,0,340,'Men s Fashion',2020,20-Oct,Hon.,F,73,'Bensen, Albertina',Graham,Bradford,Graham,FL,32042,South,5.455537,Paypal
order_refunded,2,35,35,0,35,'Men s Fashion',2020,20-Oct,Prof.,M,18,'Coutee, Micah',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Paypal
received,2,62.5,62.5,0,62.5,'Health And Sports',2021,21-Jul,Ms.,F,38,'Mayo, Lauran','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
received,2,99.9,99.9,0,99.9,'Women s Fashion',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Paypal
order_refunded,3,54,108,0,108,'Mobiles And Tablets',2020,20-Oct,Hon.,M,67,'Cyphers, Horacio',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
received,2,19.9,19.9,0,19.9,'Mobiles And Tablets',2020,20-Oct,Ms.,F,38,'Mayo, Lauran','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Paypal
order_refunded,3,172.2,344.4,0,344.4,Appliances,2021,21-Mar,Mr.,M,64,'Blount, Lenny',Waltersburg,Fayette,Waltersburg,PA,15488,Northeast,0,Paypal
canceled,2,49.9,49.9,0,49.9,'Men s Fashion',2020,20-Oct,Ms.,F,71,'Raminez, Elizbeth',Graham,Bradford,Graham,FL,32042,South,15.622564,Paypal
canceled,2,69.8,69.8,10.90455,58.89545,'Home And Living',2020,20-Dec,Prof.,M,28,'Eaker, Lee','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Visa
canceled,2,2360,2360,0,2360,'Mobiles And Tablets',2020,20-Oct,Hon.,F,75,'Puls, Sherron',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Paypal
order_refunded,3,23,46,0,46,Soghaat,2021,21-Jun,Dr.,M,38,'Hopps, Romeo',Wisdom,Beaverhead,Wisdom,MT,59761,West,12.903413,Paypal
complete,2,154.9,154.9,0,154.9,'Men s Fashion',2021,21-Feb,Mr.,M,52,'Nicastro, Emile',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
refund,2,24.9,24.9,2.49,22.41,'Men s Fashion',2020,20-Dec,Ms.,F,54,'Roach, Skye',Snyder,Dodge,Snyder,NE,68664,Midwest,0,Visa
complete,2,1400,1400,0,1400,'Mobiles And Tablets',2020,20-Dec,Mr.,M,52,'Nicastro, Emile',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
complete,2,25,25,0,25,'Health And Sports',2020,20-Oct,Mr.,M,37,'Colombo, Marvin',Gulliver,Schoolcraft,Gulliver,MI,49840,Midwest,0,Visa
canceled,2,285,285,0,285,'Men s Fashion',2020,20-Dec,Ms.,F,71,'Raminez, Elizbeth',Glendo,Platte,Glendo,WY,82213,West,0,Paypal
canceled,1,99.9,0,0,0,'Men s Fashion',2021,21-Sep,Ms.,F,71,'Raminez, Elizbeth',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
canceled,2,17.6,17.6,0,17.6,'Home And Living',2021,21-Jun,Ms.,F,54,'Roach, Skye',Ducor,Tulare,Ducor,CA,93218,West,0,Visa
order_refunded,2,815.1,815.1,0,815.1,Computing,2021,21-May,Ms.,F,54,'Roach, Skye',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Visa
complete,1,459.9,0,0,0,Appliances,2020,20-Dec,Mr.,M,47,'Flanigan, Yong','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Paypal
complete,11,6.9,69,0,69,'Mobiles And Tablets',2021,21-Apr,Ms.,F,38,'Mayo, Lauran',Drew,Sunflower,Drew,MS,38737,South,10,Visa
canceled,1,5189.5,0,0,0,Appliances,2020,20-Dec,Mr.,M,47,'Flanigan, Yong','Saint Louis','St. Louis (city)','Saint Louis',MO,63110,Midwest,5.4946,Paypal
refund,1,14.5,0,0,0,'Kids And Baby',2020,20-Dec,Ms.,F,54,'Roach, Skye',Wisdom,Beaverhead,Wisdom,MT,59761,West,15,Visa
canceled,2,445,445,0,445,Appliances,2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
complete,1,2739.6,0,0,0,Entertainment,2020,20-Dec,Mr.,M,47,'Flanigan, Yong','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
canceled,2,5729.2,5729.2,0,5729.2,Computing,2021,21-Feb,Ms.,F,54,'Roach, Skye',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Visa
order_refunded,2,2900,2900,0,2900,'Home And Living',2020,20-Oct,Dr.,M,52,'Dewald, Bernard',Graham,Bradford,Graham,FL,32042,South,15.622558,Paypal
complete,2,54.9,54.9,0,54.9,Appliances,2020,20-Nov,Ms.,F,38,'Mayo, Lauran','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
complete,2,75,75,0,75,'Men s Fashion',2020,20-Oct,Prof.,M,45,'Olin, Hector',Gulliver,Schoolcraft,Gulliver,MI,49840,Midwest,0,Visa
canceled,2,22.5,22.5,0,22.5,'Men s Fashion',2021,21-Mar,Mr.,M,52,'Nicastro, Emile','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Visa
canceled,2,39.9,39.9,0,39.9,'Men s Fashion',2020,20-Dec,Mr.,M,52,'Nicastro, Emile','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
canceled,3,39.683,79.366,14.583,64.783,'Beauty And Grooming',2020,20-Dec,Hon.,F,53,'Kenney, Pamella','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
canceled,2,2946,2946,0,2946,Appliances,2020,20-Oct,Mr.,M,31,'Landaverde, Gavin',Brasstown,Clay,Brasstown,NC,28902,South,3.226015,Visa
received,2,65,65,0,65,'Health And Sports',2021,21-Apr,Ms.,F,38,'Mayo, Lauran',Drew,Sunflower,Drew,MS,38737,South,10,Visa
canceled,2,170,170,0,170,'Men s Fashion',2020,20-Oct,Hon.,F,73,'Bensen, Albertina',Graham,Bradford,Graham,FL,32042,South,0,Paypal
complete,2,140,140,14,126,'Women s Fashion',2020,20-Dec,Mr.,M,64,'Blount, Lenny',Snyder,Dodge,Snyder,NE,68664,Midwest,16.16895,Visa
canceled,3,65,130,0,130,'Health And Sports',2021,21-Apr,Ms.,F,38,'Mayo, Lauran','El Monte','Los Angeles','El Monte',CA,91734,West,0,Paypal
complete,2,49.9,49.9,5,44.9,Appliances,2020,20-Dec,Mr.,M,47,'Flanigan, Yong','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Paypal
order_refunded,2,79.9,79.9,0,79.9,'Men s Fashion',2020,20-Oct,Mr.,M,42,'Pugh, Ward',Bernalillo,Sandoval,Bernalillo,NM,87004,West,0,Visa
canceled,2,1543.5,1543.5,0,1543.5,Appliances,2020,20-Oct,Prof.,M,33,'Bayless, Grover',Vinson,Harmon,Vinson,OK,73571,South,0,Paypal
received,3,48,96,0,96,Superstore,2021,21-Mar,Mr.,M,52,'Nicastro, Emile',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
received,2,79.8,79.8,0,79.8,'Women s Fashion',2020,20-Dec,Mr.,M,47,'Flanigan, Yong','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,1.320709,Paypal
received,3,36,72,18.636,53.364,'Men s Fashion',2020,20-Oct,Mr.,M,52,'Nicastro, Emile',Brasstown,Clay,Brasstown,NC,28902,South,0,Visa
complete,2,99,99,9.9,89.1,'Women s Fashion',2020,20-Dec,Mr.,M,64,'Blount, Lenny',Snyder,Dodge,Snyder,NE,68664,Midwest,16.16771,Visa
canceled,2,483.5,483.5,0,483.5,Appliances,2020,20-Oct,Prof.,M,33,'Bayless, Grover','Lake Charles',Calcasieu,'Lake Charles',LA,70629,South,0,Visa
order_refunded,2,49.8,49.8,0,49.8,'Men s Fashion',2020,20-Dec,Dr.,M,38,'Hopps, Romeo',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Paypal
canceled,2,1690,1690,0,1690,'Mobiles And Tablets',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Brownstown,Fayette,Brownstown,IL,62418,Midwest,0,Paypal
received,2,29.9,29.9,0,29.9,'Men s Fashion',2020,20-Oct,Ms.,F,38,'Mayo, Lauran',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Visa
canceled,2,2677,2677,0,2677,'Mobiles And Tablets',2021,21-Mar,Ms.,F,54,'Roach, Skye',Wisdom,Beaverhead,Wisdom,MT,59761,West,0,Visa
complete,1,130,0,0,0,'Women s Fashion',2021,21-Apr,Mr.,M,64,'Blount, Lenny',Snyder,Dodge,Snyder,NE,68664,Midwest,0,Visa
received,2,135,135,0,135,'Women s Fashion',2020,20-Oct,Mr.,M,46,'Henrich, Wallace',Phoenix,Maricopa,Phoenix,AZ,85015,West,0,Paypal
